"Phone_name","Phone_Review_tittle","Phone_Review_body","Phone_Review_rating"
"Redmi 9A (Sea Blue 3GB RAM 32GB Storage)| 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","Amezing One","If I started to rating it's all features, it will as followed (Out of 5 🌟):
Processor ⭐⭐⭐⭐
Display ⭐ ⭐⭐⭐⭐
Battery ⭐⭐⭐⭐⭐
Sound in loud ⭐⭐⭐
Sound in 3.5 mm cord ⭐⭐⭐⭐⭐
Camera Selfie ⭐⭐⭐
Camera Back ⭐⭐⭐⭐
Networking ⭐⭐⭐⭐⭐
Lack:
There is no Fingers print sensor locked.
There is no Back cover in the box.
Camera quality not so good.","5.0 out of 5 stars"
"Redmi 9A (Sea Blue 3GB RAM 32GB Storage)| 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","Value-For-Money & Recommended for a normal user","I purchased it for my Mother, Decent product in this price range.
* Looks beautiful and elegant.
*Initial Performance is good for a normal user and clipped to be alright for everday use. not recommended for gamers.
* Front and back cameras are avarage and good in this price range. AI based potrate mode works fine. In this price range this is fine so far.
* Bigger display and fairly decent and good enough for videos.
*Most of the preloaded apps are uninstallabe and storage management is also decent.
*Battery is main pro to be highlighted, in this price range 5000mah battery is superb and does it job.
*Sound is crisp and clear and call quality is also decent
**Main Con : Charger included in the box is not 10W as xiaomi advertised and it is a normal 5W. It make a littlr bit time to juice up 5000 mah battery.","4.0 out of 5 stars"
"Redmi 9A (Sea Blue 3GB RAM 32GB Storage)| 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","Poor","Battery is getting drained out quite fast. 7% in an hr. with half an hr of usage. Camera is also poor. Charging is very slow that was known though. First point is troubling!","1.0 out of 5 stars"
"Redmi 9A (Sea Blue 3GB RAM 32GB Storage)| 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","Dont buy it as lower model is good then this","Not as good as redmi 8a, no type C , no fast charge, sound is low compared to remi 8a, display is also poor compared to redmi 8a , camera is nonsense. you should by redmi 8a or 8a dual.
You can buy this if above are not problematic to you....... As this phone cost 1k lesss then other","3.0 out of 5 stars"
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display","Overall a good phone 👌","Good phone
Decent look and looks stylish
Camera and battery quality are super good
Good phone in this range 👍
But delivery service is not good","5.0 out of 5 stars"
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display","Dont buy.. after 10 to.15 mins gaming phone lagging too much","Dont buy.. after 10 to.15 mins gaming phone lagging too much","1.0 out of 5 stars"
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display","Not good","Not good phone stopped working after some time so i didn't suggest you this...","2.0 out of 5 stars"
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display","Worst","Worst product, not as expected its not even a month and ut hangs so much! Its front camera is just worst, only it's first look is good nothing else. Don't go for it!! Redmi note 8 and even note 5 is much better than it!😤 Completely disappointed 😤😤😤","2.0 out of 5 stars"
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display","Don't buy. Reviewed on 31.10.2020","Here my product review after usage of 3 months.
Cons:
If you bought this mobile you can't exchange. I have tried but not able to exchange my device.
Please check by clicking the exchange option and you can take the decision.
Now you can understand why you should not by this mobile.
Gaming - Mobile heating and lagging when you playing high graphics game
Battery - 5020mAh battery. Moderate perform
For charging it's take 2.4 hrs per day from 0 to 100.
Macro camera - useless feature
Front and Rear camera - Not good compare with realme 6000rs mobile camera.
UI is fine but consuming more ram
Many pre-installed application could not able to delete ( Mi app).
I suggest please buy some other brand don't waste your money like me.","2.0 out of 5 stars"
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display","Good phone..","Totally impressed by the built and looks. For 13k I thought of getting realme 6i but the stocks barely last..!
So I decided to get this phone. The phone is great and smooth. Gaming experience is also good but not as good as g90t.
G85 is a decent processor with great daily life performance!
If 12k is your budget go for it..
Or 13k..realme 6i and 14k... Go for poco m2. Scarlet red looks stunning!!","5.0 out of 5 stars"
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display","Loll !! I am the first to review this 🤩👇","Awesome product 💎
Value for money 💵
Best in segment📱
For normal usage this one is the best 🙌
Long battery life 🤳 when compared to other smartphones.
Camera is ok for this price📸
Charging is comparitively slow it takes 2 - 2 and half hrs or more to get full charged.🕕
Overall its best for the price 👍","5.0 out of 5 stars"
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display","Excellent choice at this price","Hi I am writing this review post usage of 7 days,
1. The Dsiplay is perfect better than Samsung M21 in the similar price range. The display is Full HD+ whereas its counter parts are not offering that.
2. The camera scores over its counter parts whereas not much variations available in Selfie but fantastic at this price.
3. The specifications are more or less similar to Mi Note 8 except the processor, it's Helios G85 in this one whereas its Qualcomm in Note 8 i.e 625.
4. Note 8 had 4K video capture option but not with the latest Note 9.
5. The battery stays long as promised as I am not a gamer the battery lasts for over a day and half.
6. This had P2i protection towards splash but not with Note 8.
7. To conclude I shall recommend this phone as no brands available at such good price.
Thanks for reading god bless . Enjoy","5.0 out of 5 stars"
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display","Mais ou menos","O celular é bonito. Porém tem uns pontos negativos não gostei pois a maioria das vezes q precisa usar os dados móveis não consegue ligar de imediato, geralmente precisa reiniciar e outro ponto negativo q o meu faz pouquíssimo tempo q comprei e atrás tá descascando parecendo q caiu e ralou....mais desde o dia q comprei já coloquei uma capinha e película. A capinha q vem nele não serve pq fica levantando a película.","1.0 out of 5 stars"
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display","Bom aparelho.","Aparelho dentro das expectativas,, muito bonito e boa velocidade.
O único ""senão"" é que no anúncio dizia que viria o adaptador para o carregador, mas não veio.
Entrega rápida!","4.0 out of 5 stars"
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display","PRODUTO MARAVILHOSO","FOI UM PRESENTE DE ANIVERSÁRIO PARA MINHA SOBRINHA E ELA ESTA AMANDO, FELIZ COM O PRESENTE.","5.0 out of 5 stars"
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display","ATENDEU MINHAS EXPECTATIVAS","Para quem usa o celular como ferramenta de trabalho como eu estou usando é uma ótima opção.","5.0 out of 5 stars"
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display","Recursos ótimos","A duração da bateria é ótima.
Não gostei da entrada do fone de ouvido ser embaixo.","5.0 out of 5 stars"
"Oppo A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","earphones levu. and Mobile software working slow. So Mobile avarage. Amazon","I am not happy buy the mobile in amazon.
Whats in the box:- Handset, Earphone, USB Cable, Sim Tray Ejecter, Pre-applied Screen Protector and Protective Case, Booklet with Warranty Card and Quick Guide","1.0 out of 5 stars"
"Oppo A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Oppo a31","Best Product Thnx for Amazon.in","5.0 out of 5 stars"
"Oppo A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Awesome","Very nice phone.Eye protection also there.Awesome looking.Delivered very quickly","5.0 out of 5 stars"
"Oppo A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Osm","Nice","5.0 out of 5 stars"
"Oppo A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Waste of money. Please don't buy it","Please don't buy this mobile. Waste of money. I buy this mobile before 20 days only. Now not working properly. Hanging problem, handset very slow. Please don't buy it","1.0 out of 5 stars"
"Oppo A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Worthy n best product","It's worth for 9.5k. after exchange offer.light weight n thin.easy to use.mobile have fingerprint n facial recognition to unlock and lifespan of battery lasts long.ram n rom are good.worth buying it.camera quality is ok.","5.0 out of 5 stars"
"Oppo A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Complaint","Hi i received this item on 16 july.after 10 days phone start hanging.it automatically switched off.it repeating again and again.its being automatically switched of.please solve my issue.please take necessary action as soon as possible.","1.0 out of 5 stars"
"Oppo A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","No headphone in the box","There is no headphone in the box... unsatisfied 😟 disappointed ☹️","1.0 out of 5 stars"
"Oppo A31 (Fantasy White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","earphones levu. and Mobile software working slow. So Mobile avarage. Amazon","I am not happy buy the mobile in amazon.
Whats in the box:- Handset, Earphone, USB Cable, Sim Tray Ejecter, Pre-applied Screen Protector and Protective Case, Booklet with Warranty Card and Quick Guide","1.0 out of 5 stars"
"Oppo A31 (Fantasy White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Oppo a31","Best Product Thnx for Amazon.in","5.0 out of 5 stars"
"Oppo A31 (Fantasy White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Awesome","Very nice phone.Eye protection also there.Awesome looking.Delivered very quickly","5.0 out of 5 stars"
"Oppo A31 (Fantasy White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Osm","Nice","5.0 out of 5 stars"
"Oppo A31 (Fantasy White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Waste of money. Please don't buy it","Please don't buy this mobile. Waste of money. I buy this mobile before 20 days only. Now not working properly. Hanging problem, handset very slow. Please don't buy it","1.0 out of 5 stars"
"Oppo A31 (Fantasy White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Worthy n best product","It's worth for 9.5k. after exchange offer.light weight n thin.easy to use.mobile have fingerprint n facial recognition to unlock and lifespan of battery lasts long.ram n rom are good.worth buying it.camera quality is ok.","5.0 out of 5 stars"
"Oppo A31 (Fantasy White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Complaint","Hi i received this item on 16 july.after 10 days phone start hanging.it automatically switched off.it repeating again and again.its being automatically switched of.please solve my issue.please take necessary action as soon as possible.","1.0 out of 5 stars"
"Oppo A31 (Fantasy White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","No headphone in the box","There is no headphone in the box... unsatisfied 😟 disappointed ☹️","1.0 out of 5 stars"
"Redmi 9A (Midnight Black 2GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","Don't buy this phone","Both 13 MP and 5MP Camera quality is good. Have lot of pre installed apps. But can be uninstalled if not required. Overall good performance . I am using Asus zenfone max and according to me far better than Asus except Camera quality. It comes in 5000 mah battery and one can't get a better option at this price range. Go for it. It's really good
After one week use
Edit:- please don't buy this phone. It hangs a lot and sometimes there is problem in touch screen.","1.0 out of 5 stars"
"Redmi 9A (Midnight Black 2GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","One of the good choice for low budget phone","If you are looking for low budget phone this can be a good choice for you.
If you wanna android phone just for day to day work then it's really good.
On playing heavy games it will hange obviously. Camera is fine at this range. When you start your new device it take some time but later it will work smoothly.
Phone is light weight with a good look","4.0 out of 5 stars"
"Redmi 9A (Midnight Black 2GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","Bad camera and made in China","Camera quality is not good. It is mentioned as 13mp but the motion of the camera is like 2mp. Phone is very slow in operation even though it is 3gb RAM . More over it is MADE IN CHINA.","1.0 out of 5 stars"
"Redmi 9A (Midnight Black 2GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","Simply excellent. Read complete review written after my 30 days of experience","Excellent mobile for daily use @7500/-. Don't belive in negative reviews at all. If course the product parts made in China, entire assembly, software all are of India. Even this mobile have no bloat ware or Chinese apps and it's 3gb variant is excellent and black colour looks great.
Camera is good at it's price range and has autofocus and AI potrait feature.
Regarding battery is really huge and with normal daily usage it lasts for about 24 hrs as of my experience. With heavy usage and gaming it lasts for 7-10 hrs.
Regarding gaming, since it has gaming processor helio G25 (equal to Snapdragon 625), and it's hyperdrive technology, no lag in gaming and better network connectivity makes games more aweful.
Overall product is excellent at it's price range.","5.0 out of 5 stars"
"Redmi 9A (Midnight Black 2GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","Amezing One","If I started to rating it's all features, it will as followed (Out of 5 🌟):
Processor ⭐⭐⭐⭐
Display ⭐ ⭐⭐⭐⭐
Battery ⭐⭐⭐⭐⭐
Sound in loud ⭐⭐⭐
Sound in 3.5 mm cord ⭐⭐⭐⭐⭐
Camera Selfie ⭐⭐⭐
Camera Back ⭐⭐⭐⭐
Networking ⭐⭐⭐⭐⭐
Lack:
There is no Fingers print sensor locked.
There is no Back cover in the box.
Camera quality not so good.","5.0 out of 5 stars"
"Redmi 9A (Midnight Black 2GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","Value-For-Money & Recommended for a normal user","I purchased it for my Mother, Decent product in this price range.
* Looks beautiful and elegant.
*Initial Performance is good for a normal user and clipped to be alright for everday use. not recommended for gamers.
* Front and back cameras are avarage and good in this price range. AI based potrate mode works fine. In this price range this is fine so far.
* Bigger display and fairly decent and good enough for videos.
*Most of the preloaded apps are uninstallabe and storage management is also decent.
*Battery is main pro to be highlighted, in this price range 5000mah battery is superb and does it job.
*Sound is crisp and clear and call quality is also decent
**Main Con : Charger included in the box is not 10W as xiaomi advertised and it is a normal 5W. It make a littlr bit time to juice up 5000 mah battery.","4.0 out of 5 stars"
"Redmi 9A (Midnight Black 2GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","Poor","Battery is getting drained out quite fast. 7% in an hr. with half an hr of usage. Camera is also poor. Charging is very slow that was known though. First point is troubling!","1.0 out of 5 stars"
"Redmi 9A (Midnight Black 2GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","Dont buy it as lower model is good then this","Not as good as redmi 8a, no type C , no fast charge, sound is low compared to remi 8a, display is also poor compared to redmi 8a , camera is nonsense. you should by redmi 8a or 8a dual.
You can buy this if above are not problematic to you....... As this phone cost 1k lesss then other","3.0 out of 5 stars"
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor","Good for this Money","I've been using this phone for 4days now.I will share my review with pros and cons:
cons:
1.It feel like a cheap phone idk why,there are some phones in this price segment ""looks"" premium.
2.No LED notification,a major missing.
3.Rear Camera is not that good in default,but when we changed to 48MP it looks ""kinda"" good.It seems like good in this price segment.
4.Its little bit getting Hot while charging and I feel some Hottnes while taking photos(maybe coz of outside temperature)
5.It takes quite a bit to get fully charged,yah the battery is 6000 but its fast charging with 18W.
6.so much pre installed apps(we can uninstall it) and also like previously,we have to go through each app to disable ""Recommendations""
Pros:
1.Very light weight and it doesn't feel a massive 6000 is inside
2.Front camera is Superb! good detailed pics in portrait.
3.Battery is so good.I use the phone to take a lot of pictures and use it for 1 hr swiping through Instagram,the battery doesn't notice that at all lol(its pretty good)
4.Stereo speaker does that job GOOD
5.For games,ya with a medium settings it is good for 1hr continuous gaming after that it gets little hot but there is no overheating like that issue till now.
This is all I can remember,I will try to update if I notice it afterwards.","4.0 out of 5 stars"
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor","First 24-Hours Review !!","Redmi 9 Power Electric Green (4+128)
(FIRST 24-HOURS REVIEW)
• A phone with Superb Design and unique colours
• I have purchased electric green colour and believe it is really superB in looks
• Heavy in weight but its okey as it looks fine in hands
• Dual stereo speakers with ultimate sound quality
!! BUT BUT BUT !!
• Redmi claimed 6000mAh Battery, means we think that it will go through atlest ""1 & Half day to 2 days"" of battery backup in one charge, But there is nothing like that.
• The Battery will Last go to 1 day of maximum backup only if limited use.
(I charged the phone full in last evening by 7pm and its 1 pm today righ now and it is 55% left with no use as i am using it as a secondary phone, means the Remaining 55% battery will last longer to 11pm. The total battery backup without use of phone will go to 28 Hours, as i am using it as a secondary phone with no whatsapp, youtube or any kind of internet surfing with this phone)
• It means if u want to use it as a primary phone with whatsapp, youtube, and other internet features then i dont think so that it can give 1 day backup
• Redmi claimed 22W Fast Charger with it, apart from it while using its own 22W fast charger it takes more then enough time to charge
(It takes time to Charge full)
• Camera quality is like hell, specially the front camera, Don't buy if u wants a Camera Quality in Mid Range phone
Summary:-
Purchase it if u want as a secondary phone
Purchase it if u want super outer looks with ultimate colour options
Purchase it if u dont want good selfie camera quality (According to price range)
Purchase it if u want a Good Looking Attractive Phone","3.0 out of 5 stars"
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor","Worst Product","Very Disappointed by the product. Camera quality is too bad. The only one thing is in phone is it has 6000mah Battery. Overall this product is very worst. Don't buy if you are looking it as a primary phone which has best camera, Storage & massive battery.","1.0 out of 5 stars"
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor","Not a good buy","Honest review after a week of usage -
Do not make the mistake of buying this mobile. While the price point is competitive, it would make lot of sense to pay an extra 1000 and go for the Redmi Note 9 instead of Redmi 9 Power.
This mobile has pathetic camera quality. It says 48 MP camera, but the quality is as good as 8 or 13 MP camera. Redmi note 9 having the same camera gives far better quality images. I am truly disappointed with the camera quality.
So do not go on the Megapixels. This mobile honestly has very bad camera quality.
The performance is OK. A snapdragon octacore processor does not do any justice as I have experienced good amount of lags while opening basic apps.
The battery back up is good, but apart from that, there is nothing special about this phone.
I regret buying this in the flash sale.","1.0 out of 5 stars"
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor","Camera is worst not worthy to buy","Camera is very worst, In indoor lighting pictures are getting blurred, Front camera is something like 4 years back quality because it has only 8MP.
When coming to back camera even with 48MP, photos are not clear.
My suggestion is not to purchase this mobile, if you can bare 1000/- more, best choice is Redmi note9 or you can purchase realme phones with in this budget.
I tried to return the product due to camera quality not expected, but return will not take return back due to quality issue for mobile phone.
I purchased many Mobiles, but this is my first worst experience.
So please don't by this mobile 🙏🙏🙏🙏","1.0 out of 5 stars"
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor","Back designed and Fingerprint .","Ok Product","4.0 out of 5 stars"
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor","Average phone, not value for money","I bought Redmi 9 power blue (128 GB) in the first sale on 22nd Dec 2020.
Amazon delivered it very speedy on 23rd Dec 2020.
Reviews:
1) Camera: Average for both front and back cameras.
2) Sound: Good
3) Battery: Drained very fastly, even charging is a bit slower, not looks like 6000 mah.
4) Processor: slow processing and sometimes hang also. And touch is also responding slow.
5) Games: I didn't try much yet.
6) Weight: Bulky
I bought it because of the camera but a little bit disappointed with it.","1.0 out of 5 stars"
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor","Poor front camera and battery.","Front camera is very poor for video calling. Sometime screen goes totally white on video calling like hanging problems.
Its looking dark face.
Also battery is not according to expectation as 6000mAH. Battery showing 20% and suddenly goes 80%without charging.","1.0 out of 5 stars"
"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor","Don't buy this phone","Both 13 MP and 5MP Camera quality is good. Have lot of pre installed apps. But can be uninstalled if not required. Overall good performance . I am using Asus zenfone max and according to me far better than Asus except Camera quality. It comes in 5000 mah battery and one can't get a better option at this price range. Go for it. It's really good
After one week use
Edit:- please don't buy this phone. It hangs a lot and sometimes there is problem in touch screen.","1.0 out of 5 stars"
"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor","One of the good choice for low budget phone","If you are looking for low budget phone this can be a good choice for you.
If you wanna android phone just for day to day work then it's really good.
On playing heavy games it will hange obviously. Camera is fine at this range. When you start your new device it take some time but later it will work smoothly.
Phone is light weight with a good look","4.0 out of 5 stars"
"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor","Bad camera and made in China","Camera quality is not good. It is mentioned as 13mp but the motion of the camera is like 2mp. Phone is very slow in operation even though it is 3gb RAM . More over it is MADE IN CHINA.","1.0 out of 5 stars"
"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor","Simply excellent. Read complete review written after my 30 days of experience","Excellent mobile for daily use @7500/-. Don't belive in negative reviews at all. If course the product parts made in China, entire assembly, software all are of India. Even this mobile have no bloat ware or Chinese apps and it's 3gb variant is excellent and black colour looks great.
Camera is good at it's price range and has autofocus and AI potrait feature.
Regarding battery is really huge and with normal daily usage it lasts for about 24 hrs as of my experience. With heavy usage and gaming it lasts for 7-10 hrs.
Regarding gaming, since it has gaming processor helio G25 (equal to Snapdragon 625), and it's hyperdrive technology, no lag in gaming and better network connectivity makes games more aweful.
Overall product is excellent at it's price range.","5.0 out of 5 stars"
"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor","Amezing One","If I started to rating it's all features, it will as followed (Out of 5 🌟):
Processor ⭐⭐⭐⭐
Display ⭐ ⭐⭐⭐⭐
Battery ⭐⭐⭐⭐⭐
Sound in loud ⭐⭐⭐
Sound in 3.5 mm cord ⭐⭐⭐⭐⭐
Camera Selfie ⭐⭐⭐
Camera Back ⭐⭐⭐⭐
Networking ⭐⭐⭐⭐⭐
Lack:
There is no Fingers print sensor locked.
There is no Back cover in the box.
Camera quality not so good.","5.0 out of 5 stars"
"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor","Value-For-Money & Recommended for a normal user","I purchased it for my Mother, Decent product in this price range.
* Looks beautiful and elegant.
*Initial Performance is good for a normal user and clipped to be alright for everday use. not recommended for gamers.
* Front and back cameras are avarage and good in this price range. AI based potrate mode works fine. In this price range this is fine so far.
* Bigger display and fairly decent and good enough for videos.
*Most of the preloaded apps are uninstallabe and storage management is also decent.
*Battery is main pro to be highlighted, in this price range 5000mah battery is superb and does it job.
*Sound is crisp and clear and call quality is also decent
**Main Con : Charger included in the box is not 10W as xiaomi advertised and it is a normal 5W. It make a littlr bit time to juice up 5000 mah battery.","4.0 out of 5 stars"
"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor","Poor","Battery is getting drained out quite fast. 7% in an hr. with half an hr of usage. Camera is also poor. Charging is very slow that was known though. First point is troubling!","1.0 out of 5 stars"
"Redmi 9A (Nature Green, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor","Dont buy it as lower model is good then this","Not as good as redmi 8a, no type C , no fast charge, sound is low compared to remi 8a, display is also poor compared to redmi 8a , camera is nonsense. you should by redmi 8a or 8a dual.
You can buy this if above are not problematic to you....... As this phone cost 1k lesss then other","3.0 out of 5 stars"
"Redmi Note 10S (Deep Sea Blue, 6GB RAM, 128GB Storage) - Super Amoled Display | 64 MP Quad Camera","Hang","Hanging sometime","2.0 out of 5 stars"
"Redmi Note 10S (Deep Sea Blue, 6GB RAM, 128GB Storage) - Super Amoled Display | 64 MP Quad Camera","Satisfied with the product","First i need to thanks Amazon to deliver me the product with a very safety process. Overally its a very well defined product with a good speakers and amoled display providing a 60hz of refresh rate.
There is not much difference between note 10 pro max and note 10s.","4.0 out of 5 stars"
"Redmi Note 10S (Deep Sea Blue, 6GB RAM, 128GB Storage) - Super Amoled Display | 64 MP Quad Camera","I request that please work on camera and available the new software update for update the camera.","All is well but photo quality is very bad. Note 7,9 series is better than note 10s. It's camera need to work on it. It is not capture the details of the photo like previous model of redmi. 48mp camera of Redmi note 9 is very very good than 64mp camera of Redmi note 10s","3.0 out of 5 stars"
"Redmi Note 10S (Deep Sea Blue, 6GB RAM, 128GB Storage) - Super Amoled Display | 64 MP Quad Camera","Worst Phone Dont Buy","Worst Phone I have seen specs amd buyed it but not satisfied I have samsung m21 mobile which has amoled screen and always on display same they mentioned in this Redmi Note 10s but display clarity is worst than LCD and always on display stays only for 10 sec .Worst Camera Performnace wise ok Didnt liked this phone and dont trap for technical gimmiks.","1.0 out of 5 stars"
"Redmi Note 10S (Deep Sea Blue, 6GB RAM, 128GB Storage) - Super Amoled Display | 64 MP Quad Camera","Reasonable deal at this price, Go for it🔥🔥","After using it for a week,
The build and design quality of the product is perfectly fine (5/5)
Battery is having no issue even after playing games for 5-6 hours (4.5/5)
UI experience is amazing (5/5)
Camera quality is superb and beyond the expectations (5/5)
Refresh rate is reasonably good at this price range (4/5)
Overall 4.5/5 and you can consider this phone in this budget. I am happy to have this!","5.0 out of 5 stars"
"Redmi Note 10S (Deep Sea Blue, 6GB RAM, 128GB Storage) - Super Amoled Display | 64 MP Quad Camera","Best deal at this price","The phone is overall very impressive. After my first few days of basic usage, I can that it is smooth and fast with no lag. The camera is impressive in this price range. The UI is also nice and easy to use. Battery is good but not amazing. The sleek and lightweight build adds on to the value. On the whole I would say Redmi Note 10S is worth the penny.
Review is based on first week of usage only.","5.0 out of 5 stars"
"Redmi Note 10S (Deep Sea Blue, 6GB RAM, 128GB Storage) - Super Amoled Display | 64 MP Quad Camera","Not as user friendly as previous versions of Xiomi","Google Play store not working. Took one whole day for all the apps and info to be downloaded and finally had to do it through GET APPS option of MI phone. Had to transfer data thru MI MOVER.
FABULOUS camera.","3.0 out of 5 stars"
"Redmi Note 10S (Deep Sea Blue, 6GB RAM, 128GB Storage) - Super Amoled Display | 64 MP Quad Camera","Best camera","It's simply superb don't trust any other comments do trust my comment and its genuine comment ,in this price it's best best phone I ever seen","5.0 out of 5 stars"
"I KALL K500 Smartphone (6.26 IPS Display, 4GB Ram, 64GB Storage) (Blue)","","",""
"I KALL K500 Smartphone (6.26 IPS Display, 4GB Ram, 64GB Storage) (Red)","","",""
"Samsung Galaxy M51 (Electric Blue, 8GB RAM, 128GB Storage)","Best Smart Phone under 25000/-","Awesome camera Awesome battery Awesome display ....
Super clear Zoom
Super Macro sensor
Super ultrawide angle
Atlast Thanks Samsung for 730G","5.0 out of 5 stars"
